Name,Panel,Resolution,Refresh Rate,Price
Samsung S27AG502PP,IPS,2560 x 1440,165 Hz,31548.74
Samsung S27AG502PP,IPS,2560 x 1440,165 Hz,31548.74
Samsung S27AM503NU,VA,1920 x 1080,60 Hz,31548.74
Samsung S27AM503NU,VA,1920 x 1080,60 Hz,31548.74
Samsung S27B804PXN,IPS,3840 x 2160,60 Hz,32429.62
Samsung S27B804PXN,IPS,3840 x 2160,60 Hz,32429.62
Samsung S27BG652EU,VA,2560 x 1440,240 Hz,31548.74
Samsung S27BG652EU,VA,2560 x 1440,240 Hz,31548.74
Samsung S27BM501EU,VA,1920 x 1080,60 Hz,31548.74
Samsung S27BM501EU,VA,1920 x 1080,60 Hz,31548.74
Samsung S27D300GAU,IPS,1920 x 1080,100 Hz,30589.85
Samsung S27D300GAU,IPS,1920 x 1080,100 Hz,30589.85
Samsung S27D304GAU,IPS,1920 x 1080,100 Hz,30589.85
Samsung S27D304GAU,IPS,1920 x 1080,100 Hz,30589.85
Samsung S27D360GAU,VA,1920 x 1080,100 Hz,38622.1
Samsung S27D360GAU,VA,1920 x 1080,100 Hz,38622.1
Samsung S27D390GAU,VA,1920 x 1080,100 Hz,30589.85
Samsung S27D390GAU,VA,1920 x 1080,100 Hz,30589.85
Samsung S27D396GAU,VA,1920 x 1080,100 Hz,9640.62
Samsung S27D396GAU,VA,1920 x 1080,100 Hz,9640.62
Samsung S27D400GAU,IPS,1920 x 1080,100 Hz,30589.85
Samsung S27D400GAU,IPS,1920 x 1080,100 Hz,30589.85
Samsung S27D406GAU,IPS,1920 x 1080,100 Hz,30589.85
Samsung S27D406GAU,IPS,1920 x 1080,100 Hz,30589.85
Samsung S27D604UAU,IPS,2560 x 1440,100 Hz,30871.21
Samsung S27D604UAU,IPS,2560 x 1440,100 Hz,30871.21
Samsung S27DG300EU,VA,1920 x 1080,180 Hz,31548.74
Samsung S27DG300EU,VA,1920 x 1080,180 Hz,31548.74
Samsung S27DG302EU,VA,1920 x 1080,180 Hz,31548.74
Samsung S27DG302EU,VA,1920 x 1080,180 Hz,31548.74
Samsung S27DG502EU,IPS,2560 x 1440,180 Hz,31548.74
Samsung S27DG502EU,IPS,2560 x 1440,180 Hz,31548.74
Samsung S27DG602SU,OLED,2560 x 1440,360 Hz,31548.74
Samsung S27DG602SU,OLED,2560 x 1440,360 Hz,31548.74
Samsung S27DG610SU,OLED,2560 x 1440,240 Hz,31548.74
Samsung S27DG610SU,OLED,2560 x 1440,240 Hz,31548.74
Samsung S27DG612SU,OLED,2560 x 1440,240 Hz,31548.74
Samsung S27DG612SU,OLED,2560 x 1440,240 Hz,31548.74
Samsung S27DG702EU,IPS,3840 x 2160,144 Hz,31548.74
Samsung S27DG702EU,IPS,3840 x 2160,144 Hz,31548.74
Samsung S27DM500EU,VA,1920 x 1080,60 Hz,31548.74
Samsung S27DM500EU,VA,1920 x 1080,60 Hz,31548.74
Samsung S27E330H,TN,1920 x 1080,60 Hz,21837.12
Samsung S27E330H,TN,1920 x 1080,60 Hz,21837.12
Samsung S27E330H,TN,1920 x 1080,60 Hz,21837.12
Samsung S27E330H,TN,1920 x 1080,60 Hz,21837.12
Samsung S27F320GAU,IPS,1920 x 1080,120 Hz,30589.85
Samsung S27F320GAU,IPS,1920 x 1080,120 Hz,30589.85
Samsung S27F322GAU,IPS,1920 x 1080,120 Hz,23662.87
Samsung S27F322GAU,IPS,1920 x 1080,120 Hz,23662.87
Samsung S27F350,PLS,1920 x 1080,122 Hz,31548.74
Samsung S27F350,PLS,1920 x 1080,122 Hz,31548.74
Samsung S27FG810SU,OLED,2160 x 3840,240 Hz,31548.74
Samsung S27FG810SU,OLED,2160 x 3840,240 Hz,31548.74
Samsung S27FG814SU,NULL,2160 x 3840,240 Hz,31548.74
Samsung S27FG814SU,NULL,2160 x 3840,240 Hz,31548.74
Samsung S27FG900XU,IPS,2160 x 3840,165 Hz,31548.74
Samsung S27FG900XU,IPS,2160 x 3840,165 Hz,31548.74
Samsung S27FG904XU,IPS,2160 x 3840,165 Hz,31548.74
Samsung S27FG904XU,IPS,2160 x 3840,165 Hz,31548.74
Samsung S27H850,IPS,2560 x 1440,60 Hz,31548.74
Samsung S27H850,IPS,2560 x 1440,60 Hz,31548.74
Samsung S27R7,VA,2560 x 1440,144 Hz,30589.85
Samsung S27R7,VA,2560 x 1440,144 Hz,30589.85
Samsung S30GD,IPS,1920 x 1080,100 Hz,16290.63
Samsung S30GD,IPS,1920 x 1080,100 Hz,16290.63
Samsung S30GD,IPS,1920 x 1080,100 Hz,16290.63
Samsung S30GD,IPS,1920 x 1080,100 Hz,16290.63
Samsung S30GD,IPS,1920 x 1080,100 Hz,16290.63
Samsung S30GD,IPS,1920 x 1080,100 Hz,16290.63
Samsung S30GD,IPS,1920 x 1080,100 Hz,16290.63
Samsung S30GD,IPS,1920 x 1080,100 Hz,16290.63
Samsung S30GD,IPS,1920 x 1080,100 Hz,16290.63
Samsung S30GD,IPS,1920 x 1080,100 Hz,16290.63
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S31C,IPS,1920 x 1080,75 Hz,13146.62
Samsung S32B800PXP,IPS,3840 x 2160,60 Hz,32429.62
Samsung S32B800PXP,IPS,3840 x 2160,60 Hz,32429.62
Samsung S32BG750NP,VA,3840 x 2160,165 Hz,31548.74
Samsung S32BG750NP,VA,3840 x 2160,165 Hz,31548.74
Samsung S32BM501EU,VA,1920 x 1080,60 Hz,23662.87
Samsung S32BM501EU,VA,1920 x 1080,60 Hz,23662.87
Samsung S32BM700UP,VA,3840 x 2160,60 Hz,23662.87
Samsung S32BM700UP,VA,3840 x 2160,60 Hz,23662.87
Samsung S32BM701UP,VA,3840 x 2160,60 Hz,23662.87
Samsung S32BM701UP,VA,3840 x 2160,60 Hz,23662.87
Samsung S32BM701UU,VA,3840 x 2160,60 Hz,23662.87
Samsung S32BM701UU,VA,3840 x 2160,60 Hz,23662.87
Samsung S32BM80BUN,VA,3840 x 2160,60 Hz,16290.63
Samsung S32BM80BUN,VA,3840 x 2160,60 Hz,16290.63
Samsung S32BM80BUU,VA,3840 x 2160,60 Hz,16290.63
Samsung S32BM80BUU,VA,3840 x 2160,60 Hz,16290.63
Samsung S32BM80GUU,VA,3840 x 2160,60 Hz,28749.2
Samsung S32BM80GUU,VA,3840 x 2160,60 Hz,28749.2
Samsung S32BM80PUU,VA,3840 x 2160,60 Hz,28749.2
Samsung S32BM80PUU,VA,3840 x 2160,60 Hz,28749.2
Samsung S32CG510EU,VA,2560 x 1440,165 Hz,31548.74
Samsung S32CG510EU,VA,2560 x 1440,165 Hz,31548.74
Samsung S32CG552EU,VA,2560 x 1440,165 Hz,27697.4
Samsung S32CG552EU,VA,2560 x 1440,165 Hz,27697.4
Samsung S32CG554EU,VA,2560 x 1440,165 Hz,31548.74
Samsung S32CG554EU,VA,2560 x 1440,165 Hz,31548.74
Samsung S32CM501EU,VA,1920 x 1080,60 Hz,23662.87
Samsung S32CM501EU,VA,1920 x 1080,60 Hz,23662.87
Samsung S32CM80BUU,VA,3840 x 2160,60 Hz,16290.63
Samsung S32CM80BUU,VA,3840 x 2160,60 Hz,16290.63
Samsung S32D392GAU,VA,1920 x 1080,100 Hz,9640.62
Samsung S32D392GAU,VA,1920 x 1080,100 Hz,9640.62
Samsung S32D396GAU,VA,1920 x 1080,100 Hz,9640.62
Samsung S32D396GAU,VA,1920 x 1080,100 Hz,9640.62
Samsung S32DG300EU,VA,1920 x 1080,180 Hz,23662.87
Samsung S32DG300EU,VA,1920 x 1080,180 Hz,23662.87
Samsung S32DG300EU,VA,1920 x 1080,180 Hz,23662.87
Samsung S32DG300EU,VA,1920 x 1080,180 Hz,23662.87
Samsung S32DG302EU,VA,1920 x 1080,180 Hz,23662.87
Samsung S32DG302EU,VA,1920 x 1080,180 Hz,23662.87
Samsung S32DG500EU,IPS,2560 x 1440,180 Hz,31548.74
Samsung S32DG500EU,IPS,2560 x 1440,180 Hz,31548.74
Samsung S32DG502EU,IPS,2560 x 1440,180 Hz,31548.74
Samsung S32DG502EU,IPS,2560 x 1440,180 Hz,31548.74
Samsung S32DG502EU,IPS,2560 x 1440,180 Hz,31548.74
Samsung S32DG502EU,IPS,2560 x 1440,180 Hz,31548.74
Samsung S32DG702EU,IPS,3840 x 2160,144 Hz,23662.87
Samsung S32DG702EU,IPS,3840 x 2160,144 Hz,23662.87
Samsung S32DG802SU,OLED,3840 x 2160,240 Hz,28749.2
Samsung S32DG802SU,OLED,3840 x 2160,240 Hz,28749.2
Samsung S32DM500EU,VA,1920 x 1080,60 Hz,23662.87
Samsung S32DM500EU,VA,1920 x 1080,60 Hz,23662.87
Samsung S32DM700UU,VA,3840 x 2160,60 Hz,23662.87
Samsung S32DM700UU,VA,3840 x 2160,60 Hz,23662.87
Samsung S32DM801UU,VA,3840 x 2160,60 Hz,28749.2
Samsung S32DM801UU,VA,3840 x 2160,60 Hz,28749.2
Samsung S32FG810SU,NULL,2160 x 3840,240 Hz,28749.2
Samsung S32FG810SU,NULL,2160 x 3840,240 Hz,28749.2
Samsung S32FG810SU,OLED,2160 x 3840,240 Hz,28749.2
Samsung S32FG810SU,OLED,2160 x 3840,240 Hz,28749.2
Samsung S32FG814SU,OLED,3840 x 2160,240 Hz,12183.35
Samsung S32FG814SU,OLED,3840 x 2160,240 Hz,12183.35
Samsung S32GF,IPS,1920 x 1080,120 Hz,12183.35
Samsung S32GF,IPS,1920 x 1080,120 Hz,12183.35
Samsung S32R7,VA,3840 × 2160,60 Hz,23662.87
Samsung S32R7,VA,3840 × 2160,60 Hz,23662.87
Samsung S33A,VA,1920 x 1080,60 Hz,9640.62
Samsung S33A,VA,1920 x 1080,60 Hz,9640.62
Samsung S33GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S33GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S33GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S33GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S33GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S33GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S33GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S33GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S34C500GAU,VA,3440 x 1440,100 Hz,12966.94
Samsung S34C500GAU,VA,3440 x 1440,100 Hz,12966.94
Samsung S34DG850SU,NULL,3440 x 1440,175 Hz,28749.2
Samsung S34DG850SU,NULL,3440 x 1440,175 Hz,28749.2
Samsung S34J550,VA,3440 x 1440,60 Hz,16290.63
Samsung S34J550,VA,3440 x 1440,60 Hz,16290.63
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1920 x 1080,75 Hz,13146.62
Samsung S36C,VA,1980 x 1080,75 Hz,13146.62
Samsung S36C,VA,1980 x 1080,75 Hz,13146.62
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S36GD,VA,1920 x 1080,100 Hz,12183.35
Samsung S37D702EAU,VA,3840 x 2160,60 Hz,30589.85
Samsung S37D702EAU,VA,3840 x 2160,60 Hz,30589.85
Samsung S37D800UAU,VA,3840 x 2160,60 Hz,28749.2
Samsung S37D800UAU,VA,3840 x 2160,60 Hz,28749.2
Samsung S39C,VA,1920 x 1080,75 Hz,13146.62
Samsung S39C,VA,1920 x 1080,75 Hz,13146.62
Samsung S39C,VA,1920 x 1080,75 Hz,13146.62
Samsung S39C,VA,1920 x 1080,75 Hz,13146.62
Samsung S39GD,VA,1920 x 1080,100 Hz,13146.62
Samsung S39GD,VA,1920 x 1080,100 Hz,13146.62
Samsung S39GD,VA,1920 x 1080,100 Hz,13146.62
Samsung S39GD,VA,1920 x 1080,100 Hz,13146.62
Samsung S39GD,VA,1920 x 1080,100 Hz,13146.62
Samsung S39GD,VA,1920 x 1080,100 Hz,13146.62
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S40GD,IPS,1920 x 1080,100 Hz,21837.12
Samsung S43BM700UP,VA,3840 x 2160,60 Hz,16290.63
Samsung S43BM700UP,VA,3840 x 2160,60 Hz,16290.63
Samsung S43BM700UU,VA,3840 x 2160,60 Hz,16290.63
Samsung S43BM700UU,VA,3840 x 2160,60 Hz,16290.63
Samsung S43CG700NU,VA,3840 x 2160,144 Hz,13146.62
Samsung S43CG700NU,VA,3840 x 2160,144 Hz,13146.62
Samsung S43CG700NU,VA,3840 x 2160,144 Hz,13146.62
Samsung S43CG700NU,VA,3840 x 2160,144 Hz,13146.62
Samsung S43DM702UU,VA,3840 x 2160,60 Hz,16290.63
Samsung S43DM702UU,VA,3840 x 2160,60 Hz,16290.63
Samsung S43GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S43GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S43GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S43GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S43GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S43GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S43GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S43GC,IPS,1920 x 1080,100 Hz,12183.35
Samsung S49A950UIU,"Quantum Dot, VA",5120 x 1440,120 Hz,31548.74
Samsung S49A950UIU,"Quantum Dot, VA",5120 x 1440,120 Hz,31548.74
Samsung S49AG950NP,VA,5120 x 1440,240 Hz,31548.74
Samsung S49AG950NP,VA,5120 x 1440,240 Hz,31548.74
Samsung S49AG952NP,VA,5120 x 1440,240 Hz,113944.12
Samsung S49AG952NP,VA,5120 x 1440,240 Hz,113944.12
Samsung S49DG910SU,OLED,5120 x 1440,144 Hz,113944.12
Samsung S49DG910SU,OLED,5120 x 1440,144 Hz,113944.12
Samsung S49DG912SU,NULL,5120 x 1440,144 Hz,113944.12
Samsung S49DG912SU,NULL,5120 x 1440,144 Hz,113944.12
Samsung S49DG934SU,OLED,5120 x 1440,240 Hz,113944.12
Samsung S49DG934SU,OLED,5120 x 1440,240 Hz,113944.12
Samsung S49DG950SU,OLED,5120 x 1440,240 Hz,113944.12
Samsung S49DG950SU,OLED,5120 x 1440,240 Hz,113944.12
Samsung S49DG954SU,OLED,5120 x 1440,240 Hz,113944.12
Samsung S49DG954SU,OLED,5120 x 1440,240 Hz,113944.12
Samsung S49DG954SU,NULL,5120 x 1440,240 Hz,113944.12
Samsung S49DG954SU,NULL,5120 x 1440,240 Hz,113944.12
Samsung S49FG910EU,VA,5120 x 1440,144 Hz,113944.12
Samsung S49FG910EU,VA,5120 x 1440,144 Hz,113944.12
Samsung S49FG912EU,VA,5120 x 1440,144 Hz,113944.12
Samsung S49FG912EU,VA,5120 x 1440,144 Hz,113944.12
Samsung S49FG914EU,VA,5120 x 1440,144 Hz,113944.12
Samsung S49FG914EU,VA,5120 x 1440,144 Hz,113944.12
Samsung S50GC,VA,3440 x 1440,100 Hz,19282.12
Samsung S50GC,VA,3440 x 1440,100 Hz,19282.12
Samsung S50GC,VA,3440 x 1440,100 Hz,19282.12
Samsung S50GC,VA,3440 x 1440,100 Hz,19282.12
Samsung S55BG970NN,VA,3840 x 2160,165 Hz,30589.85
Samsung S55BG970NN,VA,3840 x 2160,165 Hz,30589.85
Samsung S55BG970NU,VA,3840 x 2160,165 Hz,30589.85
Samsung S55BG970NU,VA,3840 x 2160,165 Hz,30589.85
Samsung S57CG952NU,VA,7680 x 2160,240 Hz,27697.4
Samsung S57CG952NU,VA,7680 x 2160,240 Hz,27697.4
Samsung S60A,VA,2560 x 1440,75 Hz,38622.1
Samsung S60A,VA,2560 x 1440,75 Hz,38622.1
Samsung S60A,IPS,2560 x 1440,75 Hz,38622.1
Samsung S60A,IPS,2560 x 1440,75 Hz,38622.1
Samsung S60A,IPS,2560 x 1440,75 Hz,38622.1
Samsung S60A,IPS,2560 x 1440,75 Hz,38622.1
Samsung S60D,IPS,2560 x 1440,100 Hz,38622.1
Samsung S60D,IPS,2560 x 1440,100 Hz,38622.1
Samsung S60D,IPS,2560 x 1440,100 Hz,38622.1
Samsung S60D,IPS,2560 x 1440,100 Hz,38622.1
Samsung S60D,IPS,2560 x 1440,100 Hz,38622.1
Samsung S60D,IPS,2560 x 1440,100 Hz,38622.1
Samsung S60UA,VA,2560 x 1440,75 Hz,30871.21
Samsung S60UA,VA,2560 x 1440,75 Hz,30871.21
Samsung S60UA,VA,2560 x 1440,75 Hz,30871.21
Samsung S60UA,VA,2560 x 1440,75 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S60UD,IPS,2560 x 1440,100 Hz,30871.21
Samsung S61B,IPS,2560 x 1440,75 Hz,16290.63
Samsung S61B,IPS,2560 x 1440,75 Hz,16290.63
Samsung S61F,IPS,2560 x 1440,100 Hz,38622.1
Samsung S61F,IPS,2560 x 1440,100 Hz,38622.1
Samsung S61F,IPS,2560 x 1440,100 Hz,38622.1
Samsung S61F,IPS,2560 x 1440,100 Hz,38622.1
Samsung S65TC,VA,3440 x 1440,100 Hz,52589.12
Samsung S65TC,VA,3440 x 1440,100 Hz,52589.12
Samsung S65UA,VA,3440 x 1440,100 Hz,52589.12
Samsung S65UA,VA,3440 x 1440,100 Hz,52589.12
Samsung S65UC,VA,3440 x 1440,100 Hz,52589.12
Samsung S65UC,VA,3440 x 1440,100 Hz,52589.12
Samsung S65VC,VA,3440 x 1440,100 Hz,52589.12
Samsung S65VC,VA,3440 x 1440,100 Hz,52589.12
Samsung S70A,IPS,3840 x 2160,60 Hz,30589.85
Samsung S70A,IPS,3840 x 2160,60 Hz,30589.85
Samsung S70A,IPS,3840 x 2160,60 Hz,30589.85
Samsung S70A,IPS,3840 x 2160,60 Hz,30589.85
Samsung S70A,VA,3840 x 2160,60 Hz,30589.85
Samsung S70A,VA,3840 x 2160,60 Hz,30589.85
Samsung S70A,VA,3840 x 2160,60 Hz,30589.85
Samsung S70A,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,IPS,3840 x 2160,60 Hz,30589.85
Samsung S70D,IPS,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,IPS,3840 x 2160,60 Hz,30589.85
Samsung S70D,IPS,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,IPS,3840 x 2160,60 Hz,30589.85
Samsung S70D,IPS,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S70D,VA,3840 x 2160,60 Hz,30589.85
Samsung S80A,VA,3840 x 2160,60 Hz,29187.45
Samsung S80A,VA,3840 x 2160,60 Hz,29187.45
Samsung S80A,IPS,3840 x 2160,60 Hz,29187.45
Samsung S80A,IPS,3840 x 2160,60 Hz,29187.45
Samsung S80D,IPS,3840 x 2160,60 Hz,29187.45
Samsung S80D,IPS,3840 x 2160,60 Hz,29187.45
Samsung S80D,VA,3840 x 2160,60 Hz,29187.45
Samsung S80D,VA,3840 x 2160,60 Hz,29187.45
Samsung S80D,VA,3840 x 2160,60 Hz,29187.45
Samsung S80D,VA,3840 x 2160,60 Hz,29187.45
Samsung S80D,VA,3840 x 2160,60 Hz,29187.45
Samsung S80D,VA,3840 x 2160,60 Hz,29187.45
Samsung S80PB,IPS,3840 x 2160,60 Hz,32429.62
Samsung S80PB,IPS,3840 x 2160,60 Hz,32429.62
Samsung S80PB,IPS,3840 x 2160,60 Hz,32429.62
Samsung S80PB,IPS,3840 x 2160,60 Hz,32429.62
Samsung S80TB,IPS,3840 x 2160,60 Hz,32429.62
Samsung S80TB,IPS,3840 x 2160,60 Hz,32429.62
Samsung S80TB,IPS,3840 x 2160,60 Hz,32429.62
Samsung S80TB,IPS,3840 x 2160,60 Hz,32429.62
Samsung S80UA,IPS,3840 x 2160,60 Hz,28749.2
Samsung S80UA,IPS,3840 x 2160,60 Hz,28749.2
Samsung S80UA,IPS,3840 x 2160,60 Hz,28749.2
Samsung S80UA,IPS,3840 x 2160,60 Hz,28749.2
Samsung S80UA,IPS,3840 x 2160,60 Hz,28749.2
Samsung S80UA,IPS,3840 x 2160,60 Hz,28749.2
Samsung S80UD,IPS,3840 x 2160,60 Hz,28749.2
Samsung S80UD,IPS,3840 x 2160,60 Hz,28749.2
Samsung S80UD,VA,3840 x 2160,60 Hz,28749.2
Samsung S80UD,VA,3840 x 2160,60 Hz,28749.2
Samsung S80UD,VA,3840 x 2160,60 Hz,28749.2
Samsung S80UD,VA,3840 x 2160,60 Hz,28749.2
Samsung S80UD,IPS,3840 x 2160,60 Hz,28749.2
Samsung S80UD,IPS,3840 x 2160,60 Hz,28749.2
Samsung S80UD,VA,3840 x 2160,60 Hz,28749.2
Samsung S80UD,VA,3840 x 2160,60 Hz,28749.2
Samsung S80UD,VA,3840 x 2160,60 Hz,28749.2
Samsung S80UD,VA,3840 x 2160,60 Hz,28749.2
Samsung S90PC,IPS,5120 x 2880,60 Hz,13146.62
Samsung S90PC,IPS,5120 x 2880,60 Hz,13146.62
Samsung S90PC,IPS,5120 x 2880,60 Hz,13146.62
Samsung S90PC,IPS,5120 x 2880,60 Hz,13146.62
Samsung S95UA,VA,5120 x 1440,60 Hz,52589.12
Samsung S95UA,VA,5120 x 1440,60 Hz,52589.12
Samsung S95UC,VA,5120 x 1440,120 Hz,13146.62
Samsung S95UC,VA,5120 x 1440,120 Hz,13146.62
Samsung SR65,IPS,1920 x 1080,75 Hz,20071.85
Samsung SR65,IPS,1920 x 1080,75 Hz,20071.85
Samsung SR65,IPS,1920 x 1080,75 Hz,20071.85
Samsung SR65,IPS,1920 x 1080,75 Hz,20071.85
Samsung SyncMaster C27H711QEU,VA,2560 x 1440,60 Hz,NULL
Samsung SyncMaster C27H711QEU,VA,2560 x 1440,60 Hz,NULL
Samsung T350,IPS,1920 x 1080,75 Hz,8764.12
Samsung T350,IPS,1920 x 1080,75 Hz,8764.12
Samsung TU87F,VA,3840 x 2160,60 Hz,49959.62
Samsung TU87F,VA,3840 x 2160,60 Hz,49959.62
Samsung U28E570D,TN,3840 × 2160,60 Hz,43737.35
Samsung U28E570D,TN,3840 × 2160,60 Hz,43737.35
Samsung U28E590D,TN,3840 × 2160,60 Hz,43737.35
Samsung U28E590D,TN,3840 × 2160,60 Hz,43737.35
Samsung U28E850R,TN,3840 × 2160,60 Hz,43737.35
Samsung U28E850R,TN,3840 × 2160,60 Hz,43737.35
Samsung U28H750,TN,3840 × 2160,60 Hz,70032.35
Samsung U28H750,TN,3840 × 2160,60 Hz,70032.35
Samsung U28R550UQP,IPS,3840 x 2160,60 Hz,43737.35
Samsung U28R550UQP,IPS,3840 x 2160,60 Hz,43737.35
Samsung U32H850,VA,3840 × 2160,60 Hz,43737.35
Samsung U32H850,VA,3840 × 2160,60 Hz,43737.35
Samsung U32J59,VA,3840 × 2160,60 Hz,43824.12
Samsung U32J59,VA,3840 × 2160,60 Hz,43824.12
Samsung U32R59,VA,3840 × 2160,60 Hz,43824.12
Samsung U32R59,VA,3840 × 2160,60 Hz,43824.12
Samsung U32R590CWRXEN,VA,3840 × 2160,60 Hz,43824.12
Samsung U32R590CWRXEN,VA,3840 × 2160,60 Hz,43824.12
Samsung UJ59,VA,3840 x 2160,60 Hz,43824.12
Samsung UJ59,VA,3840 x 2160,60 Hz,43824.12
Samsung UJ59,VA,3840 x 2160,60 Hz,43824.12
Samsung UJ59,VA,3840 x 2160,60 Hz,43824.12
Samsung UR55,IPS,3840 x 2160,60 Hz,43737.35
