Name,Panel,Resolution,Refresh Rate,Price
Samsung G30D,VA,1920 x 1080,180 Hz,16290.63
Samsung G3A,VA,1920 x 1080,144 Hz,9640.62
Samsung G3A,VA,1920 x 1080,144 Hz,9640.62
Samsung G40B,IPS,1920 x 1080,240 Hz,16290.63
Samsung G40B,IPS,1920 x 1080,240 Hz,16290.63
Samsung G5,VA,2560 x 1440,144 Hz,16608.8
Samsung G5,VA,2560 x 1440,144 Hz,16608.8
Samsung G5 G55T,VA,2560 x 1440,144 Hz,16608.8
Samsung G5 G55T,VA,2560 x 1440,144 Hz,16608.8
Samsung G50D,IPS,2560 x 1440,180 Hz,16652.62
Samsung G50D,IPS,2560 x 1440,180 Hz,16652.62
Samsung G50D,IPS,2560 x 1440,180 Hz,16652.62
Samsung G50D,IPS,2560 x 1440,180 Hz,16652.62
Samsung G60SD,OLED,2560 x 1440,360 Hz,38622.1
Samsung G60SD,OLED,2560 x 1440,360 Hz,38622.1
Samsung G60SD,OLED,2560 x 1440,360 Hz,38622.1
Samsung G60SD,OLED,2560 x 1440,360 Hz,38622.1
Samsung G60SF,OLED,2560 x 1440,500 Hz,38622.1
Samsung G60SF,OLED,2560 x 1440,500 Hz,38622.1
Samsung G61SD,OLED,2560 x 1440,240 Hz,9640.62
Samsung G61SD,OLED,2560 x 1440,240 Hz,9640.62
Samsung G65B,VA,2560 x 1440,240 Hz,16608.8
Samsung G65B,VA,2560 x 1440,240 Hz,16608.8
Samsung G65B,VA,2560 x 1440,240 Hz,16608.8
Samsung G65B,VA,2560 x 1440,240 Hz,16608.8
Samsung G7 G70B,IPS,3840 x 2160,144 Hz,35059.12
Samsung G7 G70B,IPS,3840 x 2160,144 Hz,35059.12
Samsung G70B,IPS,3840 x 2160,144 Hz,35059.12
Samsung G70B,IPS,3840 x 2160,144 Hz,35059.12
Samsung G70B,IPS,3840 x 2160,144 Hz,35059.12
Samsung G70B,IPS,3840 x 2160,144 Hz,35059.12
Samsung G70B,IPS,3840 x 2160,144 Hz,35059.12
Samsung G70B,IPS,3840 x 2160,144 Hz,35059.12
Samsung G70B,IPS,3840 x 2160,144 Hz,35059.12
Samsung G70B,IPS,3840 x 2160,144 Hz,35059.12
Samsung G70D,IPS,3840 x 2160,144 Hz,35059.12
Samsung G70D,IPS,3840 x 2160,144 Hz,35059.12
Samsung G75NB,VA,3840 x 2160,165 Hz,16608.8
Samsung G75NB,VA,3840 x 2160,165 Hz,16608.8
Samsung G75T,VA,2560 x 1440,240 Hz,16608.8
Samsung G75T,VA,2560 x 1440,240 Hz,16608.8
Samsung G75T,VA,2560 x 1440,240 Hz,16608.8
Samsung G75T,VA,2560 x 1440,240 Hz,16608.8
Samsung G80SD,OLED,3840 x 2160,240 Hz,61354.12
Samsung G80SD,OLED,3840 x 2160,240 Hz,61354.12
Samsung G80SD,OLED,3840 x 2160,240 Hz,61354.12
Samsung G80SD,OLED,3840 x 2160,240 Hz,61354.12
Samsung G80SD,OLED,3840 x 2160,240 Hz,61354.12
Samsung G80SD,OLED,3840 x 2160,240 Hz,61354.12
Samsung G81SF,OLED,3840 x 2160,240 Hz,9640.62
Samsung G81SF,OLED,3840 x 2160,240 Hz,9640.62
Samsung G81SF,OLED,3840 x 2160,240 Hz,9640.62
Samsung G81SF,OLED,3840 x 2160,240 Hz,9640.62
Samsung G81SF,OLED,3840 x 2160,240 Hz,9640.62
Samsung G81SF,OLED,3840 x 2160,240 Hz,9640.62
Samsung G85NB,VA,3840 x 2160,240 Hz,16608.8
Samsung G85NB,VA,3840 x 2160,240 Hz,16608.8
Samsung G85SB,OLED,3440 x 1440,175 Hz,16290.63
Samsung G85SB,OLED,3440 x 1440,175 Hz,16290.63
Samsung G85SD,OLED,3440 x 1440,175 Hz,16608.8
Samsung G85SD,OLED,3440 x 1440,175 Hz,16608.8
Samsung G90XF,IPS,3840 x 2160,165 Hz,14899.62
Samsung G90XF,IPS,3840 x 2160,165 Hz,14899.62
Samsung G91F,VA,5120 x 1440,144 Hz,113944.12
Samsung G91F,VA,5120 x 1440,144 Hz,113944.12
Samsung G91F,VA,5120 x 1440,144 Hz,113944.12
Samsung G91F,VA,5120 x 1440,144 Hz,113944.12
Samsung G91SD,OLED,5120 x 1440,144 Hz,113944.12
Samsung G91SD,OLED,5120 x 1440,144 Hz,113944.12
Samsung G93SC,OLED,5120 x 1440,240 Hz,13146.62
Samsung G93SC,OLED,5120 x 1440,240 Hz,13146.62
Samsung G93SD,OLED,5120 x 1440,240 Hz,113944.12
Samsung G93SD,OLED,5120 x 1440,240 Hz,113944.12
Samsung G95C,VA,5120 x 1440,240 Hz,13146.62
Samsung G95C,VA,5120 x 1440,240 Hz,13146.62
Samsung G95C,VA,5120 x 1440,240 Hz,13146.62
Samsung G95C,VA,5120 x 1440,240 Hz,13146.62
Samsung G95NC,VA,7680 x 2160,240 Hz,13146.62
Samsung G95NC,VA,7680 x 2160,240 Hz,13146.62
Samsung G95SC,OLED,5120 x 1440,240 Hz,13146.62
Samsung G95SC,OLED,5120 x 1440,240 Hz,13146.62
Samsung G95SC,OLED,5120 x 1440,240 Hz,13146.62
Samsung G95SC,OLED,5120 x 1440,240 Hz,13146.62
Samsung G95SC,OLED,5120 x 1440,240 Hz,13146.62
Samsung G95SC,OLED,5120 x 1440,240 Hz,13146.62
Samsung G97NC,VA,3840 x 2160,165 Hz,13146.62
Samsung G97NC,VA,3840 x 2160,165 Hz,13146.62
Samsung G97NC,VA,3840 x 2160,165 Hz,13146.62
Samsung G97NC,VA,3840 x 2160,165 Hz,13146.62
Samsung G97NC,VA,3840 x 2160,165 Hz,13146.62
Samsung G97NC,VA,3840 x 2160,165 Hz,13146.62
Samsung LC24RG50FZLXZX,VA,1920 x 1080,144 Hz,16652.62
Samsung LC24RG50FZLXZX,VA,1920 x 1080,144 Hz,16652.62
Samsung LC24RG50FZR,VA,1920 x 1080,144 Hz,16652.62
Samsung LC24RG50FZR,VA,1920 x 1080,144 Hz,16652.62
Samsung LC27G55TQB,GOES,2560 x 1440,144 Hz,19458.3
Samsung LC27G55TQB,GOES,2560 x 1440,144 Hz,19458.3
Samsung LC27G55TQBUXXU,VA,2560 x 1440,144 Hz,19458.3
Samsung LC27G55TQBUXXU,VA,2560 x 1440,144 Hz,19458.3
Samsung LC27G75TQSPXXU,VA,2560 x 1440,240 Hz,19458.3
Samsung LC27G75TQSPXXU,VA,2560 x 1440,240 Hz,19458.3
Samsung LC32G55TQBUXXU,VA,2560 x 1440,144 Hz,22787.25
Samsung LC32G55TQBUXXU,VA,2560 x 1440,144 Hz,22787.25
Samsung LC32G75TQSPXXU,VA,2560 x 1440,240 Hz,22787.25
Samsung LC32G75TQSPXXU,VA,2560 x 1440,240 Hz,22787.25
Samsung LC32R500FHPXXU,VA,1920 x 1080,75 Hz,12966.94
Samsung LC32R500FHPXXU,VA,1920 x 1080,75 Hz,12966.94
Samsung LC34G55TWWPXXU,VA,3440 x 1440,165 Hz,22787.25
Samsung LC34G55TWWPXXU,VA,3440 x 1440,165 Hz,22787.25
Samsung LC34J791WTPXXU,VA,3440 x 1440,100 Hz,162242.78
Samsung LC34J791WTPXXU,VA,3440 x 1440,100 Hz,162242.78
Samsung LC49G95TSSPXXU,VA,5120 x 1440,240 Hz,113944.12
Samsung LC49G95TSSPXXU,VA,5120 x 1440,240 Hz,113944.12
"Samsung LCD C27FG70 27"" black **New",VA,1920 x 1080,144 Hz,NULL
"Samsung LCD C27FG70 27"" black **New",VA,1920 x 1080,144 Hz,NULL
Samsung LF24T356FHR,IPS,1920 x 1080,75 Hz,10517.12
Samsung LF24T356FHR,IPS,1920 x 1080,75 Hz,10517.12
Samsung LS22C310EAU,IPS,1920 x 1080,75 Hz,27697.4
Samsung LS22C310EAU,IPS,1920 x 1080,75 Hz,27697.4
Samsung LS24C310EAUXXU,IPS,1920 x 1080,75 Hz,NULL
Samsung LS24C310EAUXXU,IPS,1920 x 1080,75 Hz,NULL
Samsung LS24E370DL/EN,PLS,1920 x 1080,60 Hz,21837.12
Samsung LS24E370DL/EN,PLS,1920 x 1080,60 Hz,21837.12
Samsung LS24R35AFHU,NULL,1920 x 1080,75 Hz,20164.76
Samsung LS24R35AFHU,NULL,1920 x 1080,75 Hz,20164.76
Samsung LS25BG400EU,IPS,1920 x 1080,240 Hz,23577.85
Samsung LS25BG400EU,IPS,1920 x 1080,240 Hz,23577.85
Samsung LS27AG30ANUXEN,NULL,1920 x 1080,144 Hz,31548.74
Samsung LS27AG30ANUXEN,NULL,1920 x 1080,144 Hz,31548.74
Samsung LS27AG520PPXEN,IPS,2560 x 1440,165 Hz,31548.74
Samsung LS27AG520PPXEN,IPS,2560 x 1440,165 Hz,31548.74
Samsung LS27AG550EPXXU,VA,2560 x 1440,165 Hz,31548.74
Samsung LS27AG550EPXXU,VA,2560 x 1440,165 Hz,31548.74
Samsung LS27B800PXP,IPS,3840 x 2160,60 Hz,32429.62
Samsung LS27B800PXP,IPS,3840 x 2160,60 Hz,32429.62
Samsung LS27BG400EU,IPS,1920 x 1080,240 Hz,31548.74
Samsung LS27BG400EU,IPS,1920 x 1080,240 Hz,31548.74
Samsung LS27BG400EUXEN,IPS,1920 x 1080,240 Hz,23577.85
Samsung LS27BG400EUXEN,IPS,1920 x 1080,240 Hz,23577.85
Samsung LS27BG650EU,VA,2560 x 1440,240 Hz,31548.74
Samsung LS27BG650EU,VA,2560 x 1440,240 Hz,31548.74
Samsung LS27BG650EUXXU,VA,2560 x 1440,240 Hz,31548.74
Samsung LS27BG650EUXXU,VA,2560 x 1440,240 Hz,31548.74
Samsung LS27BM500EUXUF,VA,1920 x 1080,60 Hz,18403.87
Samsung LS27BM500EUXUF,VA,1920 x 1080,60 Hz,18403.87
Samsung LS27C360EALXZX,VA,1920 x 1080,75 Hz,27697.4
Samsung LS27C360EALXZX,VA,1920 x 1080,75 Hz,27697.4
Samsung LS27C360EAU,VA,1920 x 1080,75 Hz,38622.1
Samsung LS27C360EAU,VA,1920 x 1080,75 Hz,38622.1
Samsung LS27C390EAU,VA,1920 x 1080,75 Hz,30589.85
Samsung LS27C390EAU,VA,1920 x 1080,75 Hz,30589.85
Samsung LS27C432GAU,IPS,1920 x 1080,100 Hz,27697.4
Samsung LS27C432GAU,IPS,1920 x 1080,100 Hz,27697.4
Samsung LS27CG510EU,VA,2560 x 1440,165 Hz,27697.4
Samsung LS27CG510EU,VA,2560 x 1440,165 Hz,27697.4
Samsung LS27CG552EU,VA,2560 x 1440,165 Hz,27697.4
Samsung LS27CG552EU,VA,2560 x 1440,165 Hz,27697.4
Samsung LS27CM801UU,VA,3840 x 2160,60 Hz,28749.2
Samsung LS27CM801UU,VA,3840 x 2160,60 Hz,28749.2
Samsung LS27E370DS/EN,PLS,1920 x 1080,Hz,21837.12
Samsung LS27E370DS/EN,PLS,1920 x 1080,Hz,21837.12
Samsung LS27R350FHRXEN,IPS,1920 x 1080,75 Hz,20164.76
Samsung LS27R350FHRXEN,IPS,1920 x 1080,75 Hz,20164.76
Samsung LS32A600UUP,VA,2560 x 1440,75 Hz,23662.87
Samsung LS32A600UUP,VA,2560 x 1440,75 Hz,23662.87
Samsung LS32AG324NU,VA,1920 x 1080,165 Hz,23662.87
Samsung LS32AG324NU,VA,1920 x 1080,165 Hz,23662.87
Samsung LS32AG550E,VA,2560 x 1440,165 Hz,31548.74
Samsung LS32AG550E,VA,2560 x 1440,165 Hz,31548.74
Samsung LS32AG550EPXXU,VA,2560 x 1440,165 Hz,31548.74
Samsung LS32AG550EPXXU,VA,2560 x 1440,165 Hz,31548.74
Samsung LS32B800PXU,IPS,3840 x 2160,60 Hz,28749.2
Samsung LS32B800PXU,IPS,3840 x 2160,60 Hz,28749.2
Samsung LS32BG650EUXXU,VA,2560 x 1440,240 Hz,56971.62
Samsung LS32BG650EUXXU,VA,2560 x 1440,240 Hz,56971.62
Samsung LS32BG750NU,VA,3840 x 2160,165 Hz,31548.74
Samsung LS32BG750NU,VA,3840 x 2160,165 Hz,31548.74
Samsung LS32BG850NP,VA,3840 x 2160,240 Hz,31548.74
Samsung LS32BG850NP,VA,3840 x 2160,240 Hz,31548.74
Samsung LS32BG850NU,VA,3840 x 2160,240 Hz,31548.74
Samsung LS32BG850NU,VA,3840 x 2160,240 Hz,31548.74
Samsung LS32BM500EU,VA,1920 x 1080,60 Hz,18403.87
Samsung LS32BM500EU,VA,1920 x 1080,60 Hz,18403.87
Samsung LS32BM501EUXUF,VA,1920 x 1080,60 Hz,18403.87
Samsung LS32BM501EUXUF,VA,1920 x 1080,60 Hz,18403.87
Samsung LS32BM502EU,VA,1920 x 1080,60 Hz,23662.87
Samsung LS32BM502EU,VA,1920 x 1080,60 Hz,23662.87
Samsung LS32BM801UU,VA,3840 x 2160,60 Hz,28749.2
Samsung LS32BM801UU,VA,3840 x 2160,60 Hz,28749.2
Samsung LS32BM80BUUXUF,VA,3840 x 2160,60 Hz,16290.63
Samsung LS32BM80BUUXUF,VA,3840 x 2160,60 Hz,16290.63
Samsung LS32BM80PUUXUF,VA,3840 x 2160,60 Hz,NULL
Samsung LS32BM80PUUXUF,VA,3840 x 2160,60 Hz,NULL
Samsung LS32BM80PUUXXU,VA,3840 x 2160,60 Hz,NULL
Samsung LS32BM80PUUXXU,VA,3840 x 2160,60 Hz,NULL
Samsung LS32C390EAUXXU,VA,1920 x 1080,75 Hz,9640.62
Samsung LS32C390EAUXXU,VA,1920 x 1080,75 Hz,9640.62
Samsung LS32CG552EU,VA,2560 x 1440,165 Hz,27697.4
Samsung LS32CG552EU,VA,2560 x 1440,165 Hz,27697.4
Samsung LS32CM500EU,VA,1920 x 1080,60 Hz,18403.87
Samsung LS32CM500EU,VA,1920 x 1080,60 Hz,18403.87
Samsung LS32CM501EU,VA,1920 x 1080,60 Hz,27697.4
Samsung LS32CM501EU,VA,1920 x 1080,60 Hz,27697.4
Samsung LS32D700EALXZX,VA,3840 x 2160,60 Hz,23577.85
Samsung LS32D700EALXZX,VA,3840 x 2160,60 Hz,23577.85
Samsung LS32D701EAU,VA,3840 x 2160,60 Hz,30589.85
Samsung LS32D701EAU,VA,3840 x 2160,60 Hz,30589.85
Samsung LS32D800EAU,VA,3840 x 2160,60 Hz,29187.45
Samsung LS32D800EAU,VA,3840 x 2160,60 Hz,29187.45
Samsung LS32DG302EUXEN,VA,1920 x 1080,180 Hz,205013.35
Samsung LS32DG302EUXEN,VA,1920 x 1080,180 Hz,205013.35
Samsung LS32DG702EU,IPS,3840 x 2160,144 Hz,23662.87
Samsung LS32DG702EU,IPS,3840 x 2160,144 Hz,23662.87
Samsung LS32DG800SLXZX,OLED,3840 x 2160,240 Hz,18403.87
Samsung LS32DG800SLXZX,OLED,3840 x 2160,240 Hz,18403.87
Samsung LS34BG850SNXZA,NULL,3440 x 1440,175 Hz,18403.87
Samsung LS34BG850SNXZA,NULL,3440 x 1440,175 Hz,18403.87
Samsung LS34BG850SUXXU,OLED,3440 x 1440,175 Hz,56971.62
Samsung LS34BG850SUXXU,OLED,3440 x 1440,175 Hz,56971.62
Samsung LS34C650TAU,NULL,3440 x 1440,100 Hz,56971.62
Samsung LS34C650TAU,NULL,3440 x 1440,100 Hz,56971.62
Samsung LS34C652UAU,VA,3440 x 1440,100 Hz,56971.62
Samsung LS34C652UAU,VA,3440 x 1440,100 Hz,56971.62
Samsung LS34C652VAU,VA,3440 x 1440,100 Hz,56971.62
Samsung LS34C652VAU,VA,3440 x 1440,100 Hz,56971.62
Samsung LS34DG850SUXDU,OLED,3440 x 1440,175 Hz,56971.62
Samsung LS34DG850SUXDU,OLED,3440 x 1440,175 Hz,56971.62
Samsung LS43CG700NLXZX,VA,3840 x 2160,144 Hz,23577.85
Samsung LS43CG700NLXZX,VA,3840 x 2160,144 Hz,23577.85
Samsung LS49AG950NPXXU,VA,5120 x 1440,240 Hz,31548.74
Samsung LS49AG950NPXXU,VA,5120 x 1440,240 Hz,31548.74
Samsung LS49AG954NP,VA,5120 x 1440,240 Hz,113944.12
Samsung LS49AG954NP,VA,5120 x 1440,240 Hz,113944.12
Samsung LS49C950UAU,VA,5120 x 1440,120 Hz,56971.62
Samsung LS49C950UAU,VA,5120 x 1440,120 Hz,56971.62
Samsung LS49CG934SU,OLED,5120 x 1440,240 Hz,113944.12
Samsung LS49CG934SU,OLED,5120 x 1440,240 Hz,113944.12
Samsung LS49CG954SU,OLED,5120 x 1440,240 Hz,113944.12
Samsung LS49CG954SU,OLED,5120 x 1440,240 Hz,113944.12
Samsung LS55CG970NU,VA,3840 x 2160,165 Hz,30589.85
Samsung LS55CG970NU,VA,3840 x 2160,165 Hz,30589.85
Samsung LU28R550UQRXUF,IPS,3840 x 2160,60 Hz,24532.36
Samsung LU28R550UQRXUF,IPS,3840 x 2160,60 Hz,24532.36
Samsung LU32J590UQPXXU,VA,3840 x 2160,60 Hz,24532.36
Samsung LU32J590UQPXXU,VA,3840 x 2160,60 Hz,24532.36
Samsung M5 M50F,IPS,1920 x 1080,60 Hz,19282.12
Samsung M5 M50F,IPS,1920 x 1080,60 Hz,19282.12
Samsung M5 M50F,VA,1920 x 1080,60 Hz,19282.12
Samsung M5 M50F,VA,1920 x 1080,60 Hz,19282.12
Samsung M50B,VA,1920 x 1080,60 Hz,35059.12
Samsung M50B,VA,1920 x 1080,60 Hz,35059.12
Samsung M50B,VA,1920 x 1080,60 Hz,35059.12
Samsung M50B,VA,1920 x 1080,60 Hz,35059.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50C,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M50D,VA,1920 x 1080,60 Hz,19282.12
Samsung M7 M70F,VA,3840 x 2160,60 Hz,35059.12
Samsung M7 M70F,VA,3840 x 2160,60 Hz,35059.12
Samsung M7 M70F,VA,3840 x 2160,60 Hz,35059.12
Samsung M7 M70F,VA,3840 x 2160,60 Hz,35059.12
Samsung M7 M70F,VA,3840 x 2160,60 Hz,35059.12
Samsung M7 M70F,VA,3840 x 2160,60 Hz,35059.12
Samsung M70B,VA,3840 x 2160,60 Hz,35059.12
Samsung M70B,VA,3840 x 2160,60 Hz,35059.12
Samsung M70B,VA,3840 x 2160,60 Hz,35059.12
Samsung M70B,VA,3840 x 2160,60 Hz,35059.12
Samsung M70B,VA,3840 x 2160,60 Hz,35059.12
Samsung M70B,VA,3840 x 2160,60 Hz,35059.12
Samsung M70B,VA,3840 x 2160,60 Hz,35059.12
Samsung M70B,VA,3840 x 2160,60 Hz,35059.12
Samsung M70B,VA,3840 x 2160,60 Hz,35059.12
Samsung M70B,VA,3840 x 2160,60 Hz,35059.12
Samsung M70C,VA,3840 x 2160,60 Hz,35059.12
Samsung M70C,VA,3840 x 2160,60 Hz,35059.12
Samsung M70C,VA,3840 x 2160,60 Hz,35059.12
Samsung M70C,VA,3840 x 2160,60 Hz,35059.12
Samsung M70C,VA,3840 x 2160,60 Hz,35059.12
Samsung M70C,VA,3840 x 2160,60 Hz,35059.12
Samsung M70C,VA,3840 x 2160,60 Hz,35059.12
Samsung M70C,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M70D,VA,3840 x 2160,60 Hz,35059.12
Samsung M8 M80F,VA,3840 x 2160,60 Hz,61354.12
Samsung M8 M80F,VA,3840 x 2160,60 Hz,61354.12
Samsung M80B,NULL,3840 x 2160,60 Hz,61354.12
Samsung M80B,NULL,3840 x 2160,60 Hz,61354.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80C,VA,3840 x 2160,60 Hz,19282.12
Samsung M80D,VA,3840 x 2160,60 Hz,61354.12
Samsung M80D,VA,3840 x 2160,60 Hz,61354.12
Samsung M80D,VA,3840 x 2160,60 Hz,61354.12
Samsung M80D,VA,3840 x 2160,60 Hz,61354.12
Samsung M90SF,OLED,3840 x 2160,165 Hz,35059.12
Samsung M90SF,OLED,3840 x 2160,165 Hz,35059.12
Samsung Neo G7,VA,3840 x 2160,165 Hz,26207.35
Samsung Neo G7,VA,3840 x 2160,165 Hz,26207.35
Samsung Neo G8,VA,3840 x 2160,240 Hz,113944.12
Samsung Neo G8,VA,3840 x 2160,240 Hz,113944.12
Samsung Odyssey Ark,VA,3840 × 2160,165 Hz,21816.09
Samsung Odyssey Ark,VA,3840 × 2160,165 Hz,21816.09
Samsung Odyssey C49HG90DMR,VA,3840 x 1080,144 Hz,37688.62
Samsung Odyssey C49HG90DMR,VA,3840 x 1080,144 Hz,37688.62
Samsung Odyssey G5 C27G5,VA,2560 x 1440,144 Hz,26294.12
Samsung Odyssey G5 C27G5,VA,2560 x 1440,144 Hz,26294.12
Samsung Odyssey G5 C27G5,VA,2560 x 1440,144 Hz,26294.12
Samsung Odyssey G5 C27G5,VA,2560 x 1440,144 Hz,26294.12
Samsung Odyssey G5 C32G5,VA,2560 x 1440,144 Hz,26294.12
Samsung Odyssey G5 C32G5,VA,2560 x 1440,144 Hz,26294.12
Samsung Odyssey G5 C34G5,VA,3440 x 1440,165 Hz,26294.12
Samsung Odyssey G5 C34G5,VA,3440 x 1440,165 Hz,26294.12
Samsung Odyssey G5 G50A,IPS,2560 x 1440,165 Hz,37688.62
Samsung Odyssey G5 G50A,IPS,2560 x 1440,165 Hz,37688.62
Samsung Odyssey G9 C49G9,VA,5120 x 1440,240 Hz,141115.62
Samsung Odyssey G9 C49G9,VA,5120 x 1440,240 Hz,141115.62
Samsung Odyssey Neo G9,"Quantum Dot, VA",5120 x 1440,240 Hz,113944.12
Samsung Odyssey Neo G9,"Quantum Dot, VA",5120 x 1440,240 Hz,113944.12
Samsung RG90S,VA,5120 x 1440,120 Hz,16652.62
Samsung RG90S,VA,5120 x 1440,120 Hz,16652.62
Samsung S22D310EAU,VA,1920 x 1080,75 Hz,9640.62
Samsung S22D310EAU,VA,1920 x 1080,75 Hz,9640.62
Samsung S22D310EAU,VA,1920 x 1080,75 Hz,9640.62
Samsung S22D310EAU,VA,1920 x 1080,75 Hz,9640.62
Samsung S22D400GAU,IPS,1920 x 1080,100 Hz,14023.12
Samsung S22D400GAU,IPS,1920 x 1080,100 Hz,14023.12
Samsung S22F320GAU,IPS,1920 x 1080,120 Hz,23662.87
Samsung S22F320GAU,IPS,1920 x 1080,120 Hz,23662.87
Samsung S24D304GAU,IPS,1920 x 1080,100 Hz,6134.62
Samsung S24D304GAU,IPS,1920 x 1080,100 Hz,6134.62
Samsung S24D310EAU,VA,1920 x 1080,75 Hz,6134.62
Samsung S24D310EAU,VA,1920 x 1080,75 Hz,6134.62
Samsung S24D310EAU,VA,1920 x 1080,75 Hz,6134.62
Samsung S24D310EAU,VA,1920 x 1080,75 Hz,6134.62
Samsung S24D330H,TN,1920 x 1080,60 Hz,9640.62
Samsung S24D330H,TN,1920 x 1080,60 Hz,9640.62
Samsung S24D360GAU,VA,1920 x 1080,100 Hz,38622.1
Samsung S24D360GAU,VA,1920 x 1080,100 Hz,38622.1
Samsung S24D400GAU,IPS,1920 x 1080,100 Hz,23577.85
Samsung S24D400GAU,IPS,1920 x 1080,100 Hz,23577.85
Samsung S24D406GAU,IPS,1920 x 1080,100 Hz,38622.1
Samsung S24D406GAU,IPS,1920 x 1080,100 Hz,38622.1
Samsung S24D604UAU,IPS,2560 x 1440,100 Hz,30871.21
Samsung S24D604UAU,IPS,2560 x 1440,100 Hz,30871.21
Samsung S24F320GAU,IPS,1920 x 1080,120 Hz,6134.62
Samsung S24F320GAU,IPS,1920 x 1080,120 Hz,6134.62
Samsung S24F356,PLS,1920 x 1080,60 Hz,6134.62
Samsung S24F356,PLS,1920 x 1080,60 Hz,6134.62
Samsung S24H850,IPS,2560 x 1440,60 Hz,14023.12
Samsung S24H850,IPS,2560 x 1440,60 Hz,14023.12
Samsung S24R350FZU,IPS,1920 x 1080,75 Hz,20164.76
Samsung S24R350FZU,IPS,1920 x 1080,75 Hz,20164.76
Samsung S24R356FZR,IPS,1920 x 1080,75 Hz,20164.76
Samsung S24R356FZR,IPS,1920 x 1080,75 Hz,20164.76
Samsung S25HG50,TN,1920 x 1080,144 Hz,31548.74
Samsung S25HG50,TN,1920 x 1080,144 Hz,31548.74
Samsung S27A704NWP,IPS,3840 x 2160,60 Hz,31548.74
Samsung S27A704NWP,IPS,3840 x 2160,60 Hz,31548.74
Samsung S27AG324NU,VA,1920 x 1080,165 Hz,31548.74
Samsung S27AG324NU,VA,1920 x 1080,165 Hz,31548.74
Samsung S27AG32ANU,VA,1920 x 1080,165 Hz,31548.74
Samsung S27AG32ANU,VA,1920 x 1080,165 Hz,31548.74
Samsung S27AG500PP,IPS,2560 x 1440,165 Hz,31548.74
Samsung S27AG500PP,IPS,2560 x 1440,165 Hz,31548.74
